component_id,pairing_status,experiment_association,matched_run_id,primary_report_reference,link_status,oof_artifacts,test_artifacts,model_artifacts,notes
SEQ-D3A-G1-BASE-S43-V1002,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-G1-BASE-S43-V1002,no,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-G1-BASE-S43-V1002.npz,unknown,artifacts/model_SEQ-D3A-G1-BASE-S43-V1002.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-G1-BASE-S43-V1016,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-G1-BASE-S43-V1016,no,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-G1-BASE-S43-V1016.npz,unknown,artifacts/model_SEQ-D3A-G1-BASE-S43-V1016.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-G1-S43,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-G1-S43,yes,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-G1-S43.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-G1-S43-V0904,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-G1-S43-V0904,no,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-G1-S43-V0904.npz,unknown,artifacts/model_SEQ-D3A-G1-S43-V0904.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-G1-S43-V0918,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-G1-S43-V0918,no,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-G1-S43-V0918.npz,unknown,artifacts/model_SEQ-D3A-G1-S43-V0918.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-G1-S43-V1002,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-G1-S43-V1002,no,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-G1-S43-V1002.npz,unknown,artifacts/model_SEQ-D3A-G1-S43-V1002.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-G1-S43-V1016,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-G1-S43-V1016,no,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-G1-S43-V1016.npz,unknown,artifacts/model_SEQ-D3A-G1-S43-V1016.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-G2-BASE-S44,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-G2-BASE-S44-V0904,yes,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-G2-BASE-S44.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-G2-BASE-S44-V0904,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-G2-BASE-S44-V0904,no,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-G2-BASE-S44-V0904.npz,unknown,artifacts/model_SEQ-D3A-G2-BASE-S44-V0904.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-G2-BASE-S44-V0918,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-G2-BASE-S44-V0918,no,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-G2-BASE-S44-V0918.npz,unknown,artifacts/model_SEQ-D3A-G2-BASE-S44-V0918.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-G2-BASE-S44-V1002,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-G2-BASE-S44-V1002,no,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-G2-BASE-S44-V1002.npz,unknown,artifacts/model_SEQ-D3A-G2-BASE-S44-V1002.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-G2-BASE-S44-V1016,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-G2-BASE-S44-V1016,no,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-G2-BASE-S44-V1016.npz,unknown,artifacts/model_SEQ-D3A-G2-BASE-S44-V1016.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-G2-S44,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-G2-S44,yes,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-G2-S44.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-G2-S44-V0904,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-G2-S44-V0904,no,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-G2-S44-V0904.npz,unknown,artifacts/model_SEQ-D3A-G2-S44-V0904.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-G2-S44-V0918,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-G2-S44-V0918,no,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-G2-S44-V0918.npz,unknown,artifacts/model_SEQ-D3A-G2-S44-V0918.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-G2-S44-V1002,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-G2-S44-V1002,no,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-G2-S44-V1002.npz,unknown,artifacts/model_SEQ-D3A-G2-S44-V1002.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-G2-S44-V1016,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-G2-S44-V1016,no,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-G2-S44-V1016.npz,unknown,artifacts/model_SEQ-D3A-G2-S44-V1016.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-S42,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-S42,yes,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-S42.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-S42-V0904,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-S42-V0904,no,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-S42-V0904.npz,unknown,artifacts/model_SEQ-D3A-S42-V0904.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-S42-V0918,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-S42-V0918,no,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-S42-V0918.npz,unknown,artifacts/model_SEQ-D3A-S42-V0918.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-S42-V1002,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-S42-V1002,no,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-S42-V1002.npz,unknown,artifacts/model_SEQ-D3A-S42-V1002.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-S42-V1016,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-S42-V1016,yes,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-S42-V1016.npz,unknown,artifacts/model_SEQ-D3A-S42-V1016.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-D3A-S43-V0918,oof_only,component_family:seq;team_a:exp_025,SEQ-D3A-S43-V0918,no,linked_by_artifact_path_association,artifacts/oof_SEQ-D3A-S43-V0918.npz,unknown,artifacts/model_SEQ-D3A-S43-V0918.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-S43-FULL,test_only,component_family:seq;team_a:exp_025,unknown,no,linked_by_artifact_path_association,unknown,artifacts/ztest_SEQ-S43-FULL.npy,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SEQ-S44-FULL,test_only,component_family:seq;team_a:exp_025,unknown,no,linked_by_artifact_path_association,unknown,artifacts/ztest_SEQ-S44-FULL.npy,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
TIER-A-DIRECT-AVG3-R300,test_only,unknown,unknown,no,orphan_candidate,unknown,artifacts/ztest_TIER-A-DIRECT-AVG3-R300.npy,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
ZERO2D_DIST,test_only,component_family:zero,unknown,no,orphan_candidate,unknown,artifacts/ZERO2D_DIST_test.npz,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
ZERO2D_SHRINK,test_only,component_family:zero,ZERO2D-SHRINK,yes,linked_to_run_metric_id,unknown,artifacts/ZERO2D_SHRINK_test.npz;artifacts/ztest_ZERO2D_SHRINK.npy,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
aligned,oof_only,team_a:exp_053,unknown,yes,linked_by_artifact_path_association,artifacts/RESDISC_053/aligned_oof.parquet,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
axes,test_only,component_family:seq;independent_anniversary:exp_058;independent_global_regime:exp_057;team_a:exp_025;team_a:exp_028,unknown,yes,linked_by_artifact_path_association,unknown,research/strategies/results/SEQ3/test_axes.csv;linked_worktree/independent_anniversary/research/strategies/results/SEQ3/test_axes.csv;linked_worktree/independent_global_regime/research/strategies/results/SEQ3/test_axes.csv,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
buyctrl_s42_aux_init,model_only,team_a:exp_045,unknown,no,linked_by_artifact_path_association,unknown,unknown,artifacts/BUYCTRL_DET_EXP045/plans/buyctrl_s42_aux_init.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
buyctrl_s43_aux_init,model_only,team_a:exp_045,unknown,no,linked_by_artifact_path_association,unknown,unknown,artifacts/BUYCTRL_DET_EXP045/plans/buyctrl_s43_aux_init.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
buyctrl_s44_aux_init,model_only,team_a:exp_045,unknown,no,linked_by_artifact_path_association,unknown,unknown,artifacts/BUYCTRL_DET_EXP045/plans/buyctrl_s44_aux_init.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_D1-behavior,model_only,independent_domain:exp_028,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/domain_01/checkpoint_D1-behavior.npz,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_D1-behavior_folds,model_only,independent_domain:exp_028,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/domain_01/checkpoint_D1-behavior_folds.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_D1-behavior_importance,model_only,independent_domain:exp_028,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/domain_01/checkpoint_D1-behavior_importance.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_D1-depth-raw,model_only,independent_domain:exp_028,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/domain_01/checkpoint_D1-depth-raw.npz,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_D1-depth-raw_folds,model_only,independent_domain:exp_028,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/domain_01/checkpoint_D1-depth-raw_folds.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_D1-depth-raw_importance,model_only,independent_domain:exp_028,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/domain_01/checkpoint_D1-depth-raw_importance.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_D1-fixed-L180,model_only,independent_domain:exp_028,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/domain_01/checkpoint_D1-fixed-L180.npz,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_D1-fixed-L180_folds,model_only,independent_domain:exp_028,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/domain_01/checkpoint_D1-fixed-L180_folds.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_D1-fixed-L180_importance,model_only,independent_domain:exp_028,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/domain_01/checkpoint_D1-fixed-L180_importance.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_D1-missingness,model_only,independent_domain:exp_028,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/domain_01/checkpoint_D1-missingness.npz,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_D1-missingness_folds,model_only,independent_domain:exp_028,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/domain_01/checkpoint_D1-missingness_folds.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_D1-missingness_importance,model_only,independent_domain:exp_028,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/domain_01/checkpoint_D1-missingness_importance.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_D1-production,model_only,independent_domain:exp_028,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/domain_01/checkpoint_D1-production.npz,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_D1-production_folds,model_only,independent_domain:exp_028,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/domain_01/checkpoint_D1-production_folds.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_D1-production_importance,model_only,independent_domain:exp_028,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/domain_01/checkpoint_D1-production_importance.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p07_early,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p07_early/checkpoint_p07_early.npz,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p07_early_folds,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p07_early/checkpoint_p07_early_folds.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p07_early_importance,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p07_early/checkpoint_p07_early_importance.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p07_late,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p07_late/checkpoint_p07_late.npz,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p07_late_folds,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p07_late/checkpoint_p07_late_folds.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p07_late_importance,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p07_late/checkpoint_p07_late_importance.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p07_mid,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p07_mid/checkpoint_p07_mid.npz,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p07_mid_folds,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p07_mid/checkpoint_p07_mid_folds.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p07_mid_importance,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p07_mid/checkpoint_p07_mid_importance.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p105_max,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p105_max/checkpoint_p105_max.npz,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p105_max_folds,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p105_max/checkpoint_p105_max_folds.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p105_max_importance,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p105_max/checkpoint_p105_max_importance.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p28_early,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p28_early/checkpoint_p28_early.npz,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p28_early_folds,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p28_early/checkpoint_p28_early_folds.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p28_early_importance,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p28_early/checkpoint_p28_early_importance.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p28_late,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p28_late/checkpoint_p28_late.npz,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p28_late_folds,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p28_late/checkpoint_p28_late_folds.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p28_late_importance,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p28_late/checkpoint_p28_late_importance.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p28_mid,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p28_mid/checkpoint_p28_mid.npz,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p28_mid_folds,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p28_mid/checkpoint_p28_mid_folds.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p28_mid_importance,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p28_mid/checkpoint_p28_mid_importance.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p56_early,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p56_early/checkpoint_p56_early.npz,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p56_early_folds,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p56_early/checkpoint_p56_early_folds.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p56_early_importance,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p56_early/checkpoint_p56_early_importance.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p56_late,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p56_late/checkpoint_p56_late.npz,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p56_late_folds,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p56_late/checkpoint_p56_late_folds.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_p56_late_importance,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/p56_late/checkpoint_p56_late_importance.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_real_20251016_to_20260213,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/real_20251016_to_20260213/checkpoint_real_20251016_to_20260213.npz,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_real_20251016_to_20260213_folds,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/real_20251016_to_20260213/checkpoint_real_20251016_to_20260213_folds.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
checkpoint_real_20251016_to_20260213_importance,model_only,independent_calendar:exp_029,unknown,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_calendar/artifacts/calendar_placebo_01/real_20251016_to_20260213/checkpoint_real_20251016_to_20260213_importance.csv,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
cutoff_test_likeness,test_only,independent_calendar:exp_029;independent_domain:exp_028,unknown,no,linked_by_artifact_path_association,unknown,linked_worktree/independent_calendar/research/domain_01/results/cutoff_test_likeness.csv;linked_worktree/independent_domain/research/domain_01/results/cutoff_test_likeness.csv,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
delta_segments,test_only,team_a:exp_039,unknown,no,linked_by_artifact_path_association,unknown,research/strategies/results/BLOCK4_SAF/test_delta_segments.csv,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
domain_oof_probabilities,oof_only,independent_domain:exp_028,unknown,no,linked_by_artifact_path_association,linked_worktree/independent_domain/artifacts/domain_01/domain_oof_probabilities.parquet,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
domain_probabilities,test_only,independent_domain:exp_028,unknown,no,linked_by_artifact_path_association,unknown,linked_worktree/independent_domain/artifacts/domain_01/test_domain_probabilities.parquet,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
error_test_likeness_correlations,test_only,independent_calendar:exp_029;independent_domain:exp_028,unknown,no,linked_by_artifact_path_association,unknown,linked_worktree/independent_calendar/research/domain_01/results/error_test_likeness_correlations.csv;linked_worktree/independent_domain/research/domain_01/results/error_test_likeness_correlations.csv,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
historical_test_likeness,test_only,independent_domain:exp_028,unknown,no,linked_by_artifact_path_association,unknown,linked_worktree/independent_domain/artifacts/domain_01/historical_test_likeness.parquet,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
k11_latest_fold,test_only,independent_anniversary:exp_058;independent_calendar:exp_029;independent_domain:exp_028;independent_global_regime:exp_057;independent_renewal:exp_027;team_a:exp_019,unknown,no,linked_by_artifact_path_association,unknown,research/strategies/results/STRATEGY_01/k11_latest_fold.csv;linked_worktree/independent_anniversary/research/strategies/results/STRATEGY_01/k11_latest_fold.csv;linked_worktree/independent_calendar/research/strategies/results/STRATEGY_01/k11_latest_fold.csv;linked_worktree/independent_domain/research/strategies/results/STRATEGY_01/k11_latest_fold.csv;linked_worktree/independent_global_regime/research/strategies/results/STRATEGY_01/k11_latest_fold.csv;linked_worktree/independent_renewal/research/strategies/results/STRATEGY_01/k11_latest_fold.csv,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
latest:latest,test_only,unknown,unknown,yes,referenced_by_primary_report,unknown,пайплайн сокомандника/latest/latest.csv,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
latest:latest_rebuilt,test_only,unknown,unknown,yes,referenced_by_primary_report,unknown,пайплайн сокомандника/latest/latest_rebuilt.csv,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
latest_reconstructed,test_only,team_a:exp_067,unknown,no,linked_by_artifact_path_association,unknown,artifacts/AUTHORITATIVE_LATEST_AUDIT_20260825_160144/latest_reconstructed.csv;artifacts/AUTHORITATIVE_LATEST_AUDIT_20260825_160144_V2/latest_reconstructed.csv,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
likeness_deciles,test_only,independent_calendar:exp_029;independent_domain:exp_028,unknown,no,linked_by_artifact_path_association,unknown,linked_worktree/independent_calendar/research/domain_01/results/test_likeness_deciles.csv;linked_worktree/independent_domain/research/domain_01/results/test_likeness_deciles.csv,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
merge,oof_only,independent_anniversary:exp_058;independent_calendar:exp_029;independent_domain:exp_028;independent_global_regime:exp_057;independent_renewal:exp_027;unknown,unknown,yes,linked_by_artifact_path_association,src/merge_oof.py;linked_worktree/independent_anniversary/src/merge_oof.py;linked_worktree/independent_calendar/src/merge_oof.py;linked_worktree/independent_domain/src/merge_oof.py;linked_worktree/independent_global_regime/src/merge_oof.py;linked_worktree/independent_renewal/src/merge_oof.py,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
model,model_only,team_a:exp_056,model_manifest,yes,linked_by_artifact_path_association,unknown,unknown,artifacts/LATE_SSL_EXP056/arms/CONTROL/model.pt;artifacts/LATE_SSL_EXP056/replay/run1/model.pt;artifacts/LATE_SSL_EXP056/replay/run2/model.pt;artifacts/LATE_SSL_EXP056/replay_v2/run1/model.pt;artifacts/LATE_SSL_EXP056/replay_v2/run2/model.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
pair_s42_conditional_init,model_only,component_family:fresh;team_a:exp_044,unknown,no,linked_by_artifact_path_association,unknown,unknown,artifacts/FRESH_COND_FT_EXP044/plans/pair_s42_conditional_init.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
pair_s43_conditional_init,model_only,component_family:fresh;team_a:exp_044,unknown,no,linked_by_artifact_path_association,unknown,unknown,artifacts/FRESH_COND_FT_EXP044/plans/pair_s43_conditional_init.pt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
